"Cust_ID","Recency","Frequency","monetary","RScore","FM_score"
13262,264,1.0,120.0,1,3.0
13263,2,0.1046,6724.0,5,5.0
13265,54,0.0226,1782.0,3,3.0
13266,12,0.0488,2910.0,5,4.0
13267,3,0.0521,4056.0,5,4.0
13268,18,0.0438,2514.0,4,4.0
13269,2,0.0407,4849.0,5,4.0
13270,367,1.0,600.0,1,4.0
13271,38,1.0,175.0,3,3.0
13272,32,0.0339,222.0,4,3.0
13273,114,1.0,126.0,2,3.0
13276,64,0.0541,468.0,3,3.0
13277,16,0.0336,272.0,4,3.0
13278,41,1.0,493.0,3,4.0
13279,79,1.0,127.0,2,3.0
13280,123,0.0139,795.0,2,2.0
13282,19,0.0148,948.0,4,3.0
13283,60,0.0157,92.0,3,1.0
13284,331,1.0,169.0,1,3.0
13285,24,0.0149,2514.0,4,3.0
13291,156,1.0,311.0,2,3.0
13292,39,0.0081,457.0,3,2.0
13294,190,0.0328,744.0,1,3.0
13295,360,1.0,190.0,1,3.0
13296,138,1.0,24.0,2,3.0
13297,8,0.0656,2065.0,5,4.0
13298,2,1.0,384.0,5,3.0
13299,269,1.0,84.0,1,3.0
13300,170,1.0,399.0,2,3.0
13301,104,0.0211,547.0,2,3.0
13304,352,1.0,242.0,1,3.0
13305,5,0.0271,1937.0,5,4.0
13307,121,1.0,16.0,2,3.0
13308,23,0.0165,1182.0,4,3.0
13309,8,0.0166,1176.0,5,3.0
13310,29,0.0101,1013.0,4,3.0
13311,5,0.0136,464.0,5,2.0
13313,23,0.0157,1576.0,4,3.0
13314,2,0.0411,553.0,5,3.0
13316,38,0.0183,5082.0,3,4.0
13317,67,0.0205,2062.0,3,4.0
13318,2,0.0811,546.0,5,3.0
13319,6,0.072,10529.0,5,4.0
13320,79,0.0294,1563.0,2,3.0
13321,73,0.1333,512.0,2,4.0
13322,18,1.0,225.0,4,3.0
13323,4,0.061,763.0,5,3.0
13324,37,0.0308,4806.0,3,4.0
13325,82,1.0,696.0,2,4.0
13327,39,0.0244,3560.0,3,4.0
13328,317,1.0,1488.0,1,4.0
13329,32,0.006,678.0,4,2.0
13330,93,0.0134,1168.0,2,3.0
13332,15,1.0,336.0,4,3.0
13334,83,0.0134,13455.0,2,3.0
13336,78,1.0,804.0,2,4.0
13338,158,1.0,362.0,2,3.0
13339,201,1.0,674.0,1,4.0
13340,46,0.0302,10358.0,3,4.0
13341,261,1.0,598.0,1,4.0
13343,178,1.0,288.0,2,3.0
13344,68,0.0142,1817.0,3,3.0
13345,288,1.0,308.0,1,3.0
13347,71,1.0,312.0,3,3.0
13348,65,1.0,244.0,3,3.0
13349,11,1.0,212.0,5,3.0
13350,17,0.0313,715.0,4,3.0
13351,67,1.0,315.0,3,3.0
13352,61,1.0,322.0,3,3.0
13354,72,1.0,667.0,3,4.0
13355,123,1.0,600.0,2,4.0
13356,81,1.0,652.0,2,4.0
13357,258,1.0,530.0,1,4.0
13358,269,1.0,335.0,1,3.0
13359,64,1.0,390.0,3,3.0
13362,10,0.0143,2884.0,5,3.0
13363,18,0.0741,849.0,4,4.0
13364,72,1.0,126.0,3,3.0
13365,34,0.0108,1658.0,3,3.0
13366,51,1.0,0.0,3,3.0
13368,257,0.0244,543.0,1,3.0
13369,366,1.0,228.0,1,3.0
13370,372,1.0,580.0,1,4.0
13372,90,1.0,293.0,2,3.0
13373,61,0.0138,3090.0,3,3.0
13375,89,1.0,722.0,2,4.0
13376,100,0.0221,893.0,2,3.0
13379,27,0.027,484.0,4,3.0
13381,32,0.0224,3035.0,4,4.0
13382,281,1.0,194.0,1,3.0
13384,31,0.047,3874.0,4,4.0
13385,330,1.0,384.0,1,3.0
13388,132,2.0,596.0,2,4.0
13389,12,0.0135,689.0,5,2.0
13390,75,1.0,408.0,2,3.0
13394,2,0.0259,2332.0,5,4.0
13395,186,1.0,258.0,1,3.0
13396,30,0.0069,1215.0,4,3.0
13397,73,0.0187,1259.0,2,3.0
13398,193,1.0,413.0,1,4.0
13402,128,0.0081,585.0,2,2.0
13403,18,1.0,68.0,4,3.0
13404,2,0.0094,263.0,5,2.0
13405,75,0.0123,432.0,2,2.0
13408,2,0.1635,27629.0,5,5.0
13410,25,0.0187,1026.0,4,3.0
13411,108,1.0,199.0,2,3.0
13414,134,0.0183,1720.0,2,3.0
13416,44,0.0513,560.0,3,3.0
13417,5,0.0099,450.0,5,2.0
13418,12,0.0497,5152.0,5,4.0
13419,64,1.0,136.0,3,3.0
13420,150,0.0909,52.0,2,2.0
13421,41,0.008,1885.0,3,3.0
13422,65,1.0,2382.0,3,5.0
13425,109,0.016,1611.0,2,3.0
13426,1,0.0278,3252.0,5,4.0
13427,20,0.0152,552.0,4,2.0
13428,11,1.0,186.0,5,3.0
13429,11,0.0606,657.0,5,3.0
13430,19,0.029,543.0,4,3.0
13431,68,0.0909,1154.0,3,4.0
13434,75,0.087,576.0,2,3.0
13435,6,0.0378,3689.0,5,4.0
13436,2,1.0,106.0,5,3.0
13437,15,0.0395,2943.0,4,4.0
13439,256,1.0,286.0,1,3.0
13441,92,1.0,308.0,2,3.0
13447,24,0.2308,1053.0,4,4.0
13448,17,0.0168,3190.0,4,3.0
13449,24,1.0,281.0,4,3.0
13450,27,0.0311,1850.0,4,4.0
13451,27,0.0162,2580.0,4,3.0
13453,166,0.016,304.0,2,2.0
13455,25,0.0058,681.0,4,2.0
13456,18,0.0314,1580.0,4,4.0
13458,8,0.0397,9518.0,5,4.0
13460,30,0.0952,92.0,4,2.0
13461,39,0.0238,1600.0,3,3.0
13462,253,1.0,148.0,1,3.0
13464,59,1.0,563.0,3,4.0
13466,185,1.0,228.0,1,3.0
13467,11,0.0741,877.0,5,4.0
13468,2,0.0992,4878.0,5,5.0
13470,100,0.1176,200.0,2,3.0
13471,2,0.0851,2281.0,5,4.0
13473,61,0.0073,320.0,3,2.0
13474,237,1.0,194.0,1,3.0
13475,192,0.037,1290.0,1,4.0
13476,179,0.0192,810.0,1,3.0
13477,38,0.0235,1241.0,3,3.0
13479,201,0.0571,267.0,1,3.0
13481,46,0.0236,1706.0,3,3.0
13482,233,1.0,179.0,1,3.0
13483,66,1.0,104.0,3,3.0
13484,242,1.0,322.0,1,3.0
13485,234,1.0,458.0,1,4.0
13486,79,0.0385,1046.0,2,4.0
13487,58,0.0101,512.0,3,2.0
13488,18,0.037,7482.0,4,4.0
13489,106,0.0211,608.0,2,3.0
13491,52,0.0311,988.0,3,4.0
13492,137,0.038,1366.0,2,4.0
13493,276,0.1538,507.0,1,4.0
13494,312,1.0,312.0,1,3.0
13495,8,0.0138,2073.0,5,3.0
13496,11,0.0057,571.0,5,2.0
13497,283,0.023,362.0,1,2.0
13499,18,0.0198,790.0,4,3.0
13500,24,0.03,1088.0,4,3.0
13501,289,1.0,1223.0,1,4.0
13502,17,0.0097,246.0,4,2.0
13503,72,1.0,122.0,3,3.0
13504,65,1.0,226.0,3,3.0
13505,73,0.0248,3161.0,2,4.0
13506,317,0.037,451.0,1,3.0
13507,4,0.028,2060.0,5,4.0
13508,244,1.0,97.0,1,3.0
13509,9,0.0217,890.0,5,3.0
13510,2,0.0219,1525.0,5,3.0
13512,261,1.0,249.0,1,3.0
13513,127,1.0,198.0,2,3.0
13514,74,1.0,154.0,2,3.0
13515,73,0.0227,882.0,2,3.0
13516,22,0.0138,1303.0,4,3.0
13517,60,0.0248,1886.0,3,4.0
13518,86,1.0,568.0,2,4.0
13519,79,1.0,79.0,2,3.0
13520,59,0.0191,2965.0,3,4.0
13521,2,0.3,993.0,5,4.0
13522,31,1.0,122.0,4,3.0
13523,34,0.015,2625.0,3,3.0
13524,41,0.0278,634.0,3,3.0
13525,15,0.0085,464.0,4,2.0
13527,34,0.0238,1880.0,3,4.0
13529,79,0.0157,209.0,2,2.0
13531,206,0.0123,353.0,1,2.0
13532,34,1.0,190.0,3,3.0
13533,183,0.0349,222.0,1,3.0
13534,3,0.07,5754.0,5,4.0
13536,2,0.0933,2828.0,5,4.0
13538,44,0.0256,1294.0,3,3.0
13539,86,0.0133,535.0,2,2.0
13544,40,0.0099,259.0,3,2.0
13546,13,0.0159,548.0,5,2.0
13548,97,0.0135,628.0,2,2.0
13549,26,0.0321,886.0,4,4.0
13551,320,1.0,54.0,1,3.0
13552,67,0.048,3084.0,3,4.0
13555,74,0.031,3866.0,2,4.0
13557,29,0.0079,462.0,4,2.0
13558,6,0.0625,541.0,5,3.0
13560,8,1.0,177.0,5,3.0
13561,216,1.0,120.0,1,3.0
13562,82,0.0182,1770.0,2,3.0
13563,85,0.0351,472.0,2,3.0
13564,355,0.1333,861.0,1,4.0
13565,20,0.0063,220.0,4,2.0
13566,41,0.0465,839.0,3,4.0
13568,174,1.0,10227.0,2,5.0
13569,18,0.0057,321.0,4,2.0
13570,244,1.0,230.0,1,3.0
13571,13,0.0496,1982.0,5,4.0
13572,206,1.0,1281.0,1,4.0
13573,51,0.0098,261.0,3,2.0
13575,24,0.0325,733.0,4,3.0
13576,11,0.0495,6031.0,5,4.0
13577,26,0.0184,1693.0,4,3.0
13579,15,0.0056,488.0,4,2.0
13581,310,1.0,96.0,1,3.0
13583,156,1.0,683.0,2,4.0
13584,307,1.0,73.0,1,3.0
13587,64,1.0,432.0,3,4.0
13588,16,0.0373,1894.0,4,4.0
13589,15,0.012,259.0,4,2.0
13590,12,0.0205,2009.0,5,4.0
13591,65,0.0148,843.0,3,3.0
13592,36,0.013,171.0,3,1.0
13593,109,0.0218,1730.0,2,3.0
13594,53,1.0,371.0,3,3.0
13596,6,0.25,633.0,5,4.0
13598,48,1.0,138.0,3,3.0
13599,2,0.0574,4523.0,5,4.0
13600,313,1.0,131.0,1,3.0
13601,46,0.012,641.0,3,2.0
13602,65,1.0,435.0,3,4.0
13603,27,1.0,118.0,4,3.0
13606,30,0.0106,259.0,4,2.0
13607,41,1.0,611.0,3,4.0
13610,13,0.0255,11065.0,5,4.0
13611,90,0.0111,1155.0,2,3.0
13614,25,0.013,1157.0,4,3.0
13615,319,1.0,444.0,1,4.0
13617,41,0.0213,500.0,3,3.0
13618,174,1.0,146.0,2,3.0
13621,117,1.0,147.0,2,3.0
13623,31,0.0187,457.0,4,3.0
13626,253,1.0,235.0,1,3.0
13627,60,0.0167,1493.0,3,3.0
13629,24,0.0348,8578.0,4,4.0
13630,6,0.0249,1969.0,5,4.0
13631,100,0.0592,2176.0,2,4.0
13632,25,0.0227,2076.0,4,4.0
13634,34,0.0169,1327.0,3,3.0
13635,68,1.0,950.0,3,4.0
13636,37,0.02,763.0,3,3.0
13637,53,0.0171,797.0,3,2.0
13638,16,1.0,72.0,4,3.0
13639,75,1.0,1022.0,2,4.0
13642,216,1.0,252.0,1,3.0
13643,32,0.0194,460.0,4,3.0
13644,17,0.0444,2167.0,4,4.0
13645,121,1.0,216.0,2,3.0
13647,10,0.0177,1606.0,5,3.0
13649,257,0.018,345.0,1,2.0
13650,17,0.0238,1613.0,4,3.0
13651,40,1.0,70.0,3,3.0
13652,46,0.0093,1043.0,3,3.0
13654,44,0.026,2256.0,3,4.0
13655,115,0.0156,758.0,2,2.0
13656,165,0.0115,321.0,2,2.0
13657,11,0.0104,376.0,5,2.0
13658,10,0.0255,1977.0,5,4.0
13659,206,0.0172,1341.0,1,3.0
13662,86,0.0171,732.0,2,2.0
13663,180,1.0,187.0,1,3.0
13666,61,0.0132,71.0,3,1.0
13667,150,1.0,256.0,2,3.0
13668,3,0.0582,5993.0,5,4.0
13669,51,0.02,180.0,3,2.0
13670,76,1.0,308.0,2,3.0
13672,302,0.0625,201.0,1,2.0
13673,19,0.1333,305.0,4,3.0
13675,152,0.0149,442.0,2,2.0
13678,152,1.0,80.0,2,3.0
13680,2,0.0118,3605.0,5,3.0
13681,18,0.0288,849.0,4,3.0
13682,188,1.0,32.0,1,3.0
13684,286,1.0,64.0,1,3.0
13685,3,0.1186,1577.0,5,4.0
13686,183,1.0,80.0,1,3.0
13689,64,1.0,1012.0,3,4.0
13690,60,1.0,115.0,3,3.0
13692,25,0.0094,1220.0,4,3.0
13694,4,0.1348,59260.0,5,5.0
13695,32,0.0655,2483.0,4,4.0
13697,39,1.0,116.0,3,3.0
13699,156,1.0,312.0,2,3.0
13700,27,0.0331,1928.0,4,4.0
13704,6,0.1071,1821.0,5,5.0
13705,8,0.0082,570.0,5,2.0
13706,303,1.0,338.0,1,3.0
13707,268,0.0408,634.0,1,3.0
13708,272,1.0,228.0,1,3.0
13709,4,0.0415,5310.0,5,4.0
13710,32,1.0,160.0,4,3.0
13711,219,2.0,220.0,1,4.0
13712,247,1.0,180.0,1,3.0
13715,282,0.0543,11106.0,1,4.0
13716,270,1.0,115.0,1,3.0
13717,33,0.0225,931.0,4,3.0
13718,247,0.04,258.0,1,3.0
13719,16,0.0227,946.0,4,3.0
13720,117,0.0288,833.0,2,3.0
13721,37,1.0,475.0,3,4.0
13722,132,0.0197,1966.0,2,4.0
13723,218,1.0,152.0,1,3.0
13725,50,0.0269,1330.0,3,3.0
13726,39,0.0317,998.0,3,4.0
13727,29,0.3333,323.0,4,3.0
13728,37,0.0218,1068.0,3,3.0
13730,136,0.0741,533.0,2,3.0
13731,220,0.0714,503.0,1,3.0
13732,29,1.0,488.0,4,4.0
13735,25,0.019,2017.0,4,4.0
13736,6,0.0078,541.0,5,2.0
13737,201,1.0,318.0,1,3.0
13739,19,1.0,234.0,4,3.0
13740,241,1.0,242.0,1,3.0
13741,72,0.0204,456.0,3,3.0
13742,17,0.0393,2011.0,4,4.0
13743,3,0.0271,1344.0,5,3.0
13744,96,0.0101,780.0,2,2.0
13745,163,1.0,208.0,2,3.0
13748,96,0.0179,924.0,2,3.0
13750,54,0.0176,1500.0,3,3.0
13751,289,1.0,322.0,1,3.0
13752,125,0.0488,1075.0,2,4.0
13753,288,1.0,682.0,1,4.0
13754,152,0.012,252.0,2,2.0
13755,4,0.1475,1659.0,5,4.0
13756,3,0.0383,4809.0,5,4.0
13758,12,0.0193,2975.0,5,4.0
13759,34,0.0513,629.0,3,3.0
13760,55,0.0099,254.0,3,2.0
13761,51,0.0154,976.0,3,3.0
13762,219,1.0,280.0,1,3.0
13763,64,1.0,1632.0,3,4.0
13764,71,0.0112,1301.0,3,3.0
13767,3,0.0995,15873.0,5,5.0
13769,3,0.0273,2707.0,5,4.0
13771,65,0.0217,2702.0,3,4.0
13772,34,0.0145,1073.0,3,3.0
13774,82,1.0,353.0,2,3.0
13777,1,0.0882,25687.0,5,4.0
13778,104,1.0,170.0,2,3.0
13780,8,0.0122,391.0,5,2.0
13781,251,1.0,93.0,1,3.0
13782,13,0.019,797.0,5,3.0
13784,10,0.034,1626.0,5,4.0
13786,368,1.0,232.0,1,3.0
13787,76,0.0069,226.0,2,2.0
13790,5,1.0,120.0,5,3.0
13791,128,0.0476,1400.0,2,4.0
13792,67,0.009,194.0,3,1.0
13798,2,0.1532,36558.0,5,5.0
13799,117,0.0112,624.0,2,2.0
13800,310,1.0,460.0,1,4.0
13801,67,1.0,294.0,3,3.0
13802,139,0.0172,4030.0,2,3.0
13803,256,1.0,287.0,1,3.0
13804,31,0.0269,2266.0,4,4.0
13805,53,0.0256,496.0,3,3.0
13806,64,1.0,213.0,3,3.0
13807,368,1.0,122.0,1,3.0
13808,6,0.0543,1436.0,5,4.0
13809,306,1.0,85.0,1,3.0
13810,29,0.069,578.0,4,3.0
13811,184,0.0351,504.0,1,3.0
13812,43,0.0469,487.0,3,3.0
13813,40,0.0417,1033.0,3,4.0
13814,93,0.0435,1378.0,2,4.0
13815,23,0.0135,3532.0,4,3.0
13816,24,0.0476,476.0,4,3.0
13817,30,0.0062,372.0,4,2.0
13819,302,0.1579,1009.0,1,4.0
13821,145,0.0169,334.0,2,2.0
13822,6,0.0556,544.0,5,3.0
13823,19,0.027,869.0,4,3.0
13824,33,0.0179,1639.0,4,3.0
13826,177,1.0,126.0,2,3.0
13827,58,0.0345,261.0,3,3.0
13828,23,1.0,187.0,4,3.0
13831,17,0.0169,1912.0,4,3.0
13832,20,1.0,52.0,4,3.0
13833,160,1.0,312.0,2,3.0
13835,26,0.0209,809.0,4,3.0
13837,212,0.0187,247.0,1,2.0
13838,6,0.011,551.0,5,2.0
13841,253,1.0,100.0,1,3.0
13842,59,0.0291,2821.0,3,4.0
13844,12,1.0,372.0,5,3.0
13845,65,1.0,346.0,3,3.0
13846,25,0.0089,844.0,4,3.0
13848,93,0.0109,200.0,2,1.0
13849,52,0.0167,1336.0,3,3.0
13850,130,1.0,1574.0,2,4.0
13851,96,0.0155,2568.0,2,3.0
13853,58,1.0,770.0,3,4.0
13854,9,0.0698,4798.0,5,4.0
13856,169,0.0833,512.0,2,3.0
13858,58,1.0,206.0,3,3.0
13859,327,1.0,143.0,1,3.0
13860,2,0.0581,1144.0,5,4.0
13862,19,0.0254,2272.0,4,4.0
13863,248,1.0,244.0,1,3.0
13865,59,0.0172,445.0,3,2.0
13866,75,1.0,149.0,2,3.0
13867,32,0.016,880.0,4,3.0
13868,8,0.0625,3492.0,5,4.0
13869,124,0.017,2718.0,2,3.0
13870,3,0.028,2601.0,5,4.0
13871,23,0.0453,5428.0,4,4.0
13873,120,0.0157,349.0,2,2.0
13874,359,1.0,344.0,1,3.0
13875,54,0.0201,1673.0,3,3.0
13876,64,1.0,72.0,3,3.0
13877,87,1.0,108.0,2,3.0
13878,55,1.0,1049.0,3,4.0
13880,22,0.0375,2862.0,4,4.0
13881,4,0.0647,16631.0,5,4.0
13882,3,0.0794,961.0,5,4.0
13883,11,0.0205,2336.0,5,4.0
13884,8,0.0144,763.0,5,2.0
13885,190,0.1667,439.0,1,4.0
13886,72,1.0,222.0,3,3.0
13887,205,1.0,308.0,1,3.0
13888,120,0.02,545.0,2,3.0
13889,93,1.0,405.0,2,3.0
13890,2,0.0279,1861.0,5,4.0
13892,27,0.0181,491.0,4,3.0
13893,298,1.0,478.0,1,4.0
13894,24,0.0104,524.0,4,2.0
13895,29,0.0292,2479.0,4,4.0
13897,51,1.0,274.0,3,3.0
13898,326,1.0,125.0,1,3.0
13899,17,0.0077,326.0,4,2.0
13900,193,0.0282,719.0,1,3.0
13901,73,0.0202,2450.0,2,4.0
13904,38,0.0078,330.0,3,2.0
13908,80,0.0202,2272.0,2,4.0
13911,58,0.0357,2260.0,3,4.0
13914,12,0.0769,596.0,5,3.0
13917,50,0.014,238.0,3,2.0
13918,50,0.0098,1030.0,3,3.0
13919,60,0.0317,156.0,3,2.0
13922,352,1.0,80.0,1,3.0
13923,54,1.0,318.0,3,3.0
13924,2,0.0833,1473.0,5,4.0
13925,93,0.093,510.0,2,3.0
13926,24,1.0,158.0,4,3.0
13927,75,1.0,337.0,2,3.0
13928,11,0.0323,363.0,5,3.0
13929,170,0.0127,309.0,2,2.0
13930,58,0.025,366.0,3,2.0
13931,96,0.0108,1094.0,2,3.0
13932,295,1.0,230.0,1,3.0
13933,110,0.05,583.0,2,3.0
13934,264,1.0,815.0,1,4.0
13936,180,1.0,346.0,1,3.0
13937,170,1.0,171.0,2,3.0
13938,36,1.0,82.0,3,3.0
13939,24,0.0104,362.0,4,2.0
13940,18,0.0313,875.0,4,4.0
13941,22,0.0142,4544.0,4,3.0
13946,80,0.0159,531.0,2,2.0
13947,66,1.0,104.0,3,3.0
13948,361,1.0,104.0,1,3.0
13949,3,0.0645,2225.0,5,4.0
13950,12,0.0169,607.0,5,2.0
13951,177,0.0252,540.0,2,3.0
13952,218,0.0909,2605.0,1,4.0
13953,8,0.0202,2872.0,5,4.0
13954,2,0.0286,330.0,5,2.0
13955,155,0.0132,256.0,2,2.0
13956,6,0.0187,809.0,5,3.0
13959,80,0.0106,508.0,2,2.0
13960,22,0.0392,220.0,4,3.0
13962,22,0.0089,82.0,4,1.0
13963,309,0.0667,540.0,1,3.0
13967,146,1.0,72.0,2,3.0
13969,8,0.0501,8370.0,5,4.0
13971,19,0.0299,2675.0,4,4.0
13972,71,0.0152,154.0,3,1.0
13973,288,1.0,177.0,1,3.0
13974,50,1.0,402.0,3,3.0
13975,32,0.0244,2262.0,4,4.0
13976,207,1.0,342.0,1,3.0
13978,15,0.0625,125.0,4,2.0
13979,74,1.0,791.0,2,4.0
13980,61,1.0,104.0,3,3.0
13982,40,0.0122,1933.0,3,3.0
13983,30,0.0296,1475.0,4,3.0
13984,27,0.0147,919.0,4,3.0
13985,5,0.0575,7169.0,5,4.0
13986,18,1.0,196.0,4,3.0
13988,20,0.0254,3427.0,4,4.0
13989,66,0.0114,1253.0,3,3.0
13990,214,1.0,294.0,1,3.0
13991,13,0.0455,647.0,5,3.0
13992,31,1.0,76.0,4,3.0
13993,43,0.0311,2769.0,3,4.0
13994,4,0.0411,2123.0,5,4.0
13995,16,0.0216,1420.0,4,3.0
13999,11,0.0341,3719.0,5,4.0
14000,212,1.0,666.0,1,4.0
14001,46,0.0091,2004.0,3,3.0
14002,135,0.087,288.0,2,3.0
14004,44,0.0285,3821.0,3,4.0
14005,10,0.0242,2148.0,5,4.0
14006,116,0.0152,926.0,2,3.0
14009,199,0.25,708.0,1,4.0
14012,278,1.0,288.0,1,3.0
14013,111,0.0181,440.0,2,3.0
14014,78,1.0,282.0,2,3.0
14015,53,1.0,880.0,3,4.0
14016,162,0.0203,13298.0,2,4.0
14019,47,0.0323,1281.0,3,4.0
14020,17,0.0274,512.0,4,3.0
14021,156,0.0294,520.0,2,3.0
14022,226,1.0,362.0,1,3.0
14023,8,0.0082,527.0,5,2.0
14024,122,0.5,319.0,2,3.0
14027,61,1.0,94.0,3,3.0
14029,64,0.0244,340.0,3,2.0
14030,19,0.0229,1260.0,4,3.0
14031,8,0.0519,13815.0,5,4.0
14032,3,0.0301,2580.0,5,4.0
14034,23,0.0221,495.0,4,3.0
14035,29,0.0185,1418.0,4,3.0
14036,285,1.0,563.0,1,4.0
14037,177,0.0106,150.0,2,1.0
14038,79,0.0231,1600.0,2,3.0
14039,34,1.0,144.0,3,3.0
14040,41,0.0411,3245.0,3,4.0
14041,267,1.0,132.0,1,3.0
14044,27,0.0141,539.0,4,2.0
14045,338,0.0811,1126.0,1,4.0
14046,285,1.0,44.0,1,3.0
14047,9,0.0137,1145.0,5,3.0
14048,306,1.0,385.0,1,3.0
14049,17,0.0132,4975.0,4,3.0
14050,32,0.0263,778.0,4,3.0
14051,1,0.0627,14076.0,5,4.0
14052,20,1.0,202.0,4,3.0
14053,125,0.0556,230.0,2,3.0
14054,66,1.0,112.0,3,3.0
14055,107,1.0,614.0,2,4.0
14056,2,0.081,7463.0,5,4.0
14057,24,0.0503,5837.0,4,4.0
14059,267,1.0,208.0,1,3.0
14060,5,0.0515,5658.0,5,4.0
14062,10,0.0337,10264.0,5,4.0
14064,30,0.0203,993.0,4,3.0
14066,267,1.0,120.0,1,3.0
14067,64,0.0588,288.0,3,3.0
14068,321,1.0,250.0,1,3.0
14071,4,0.0305,1012.0,5,3.0
14073,33,1.0,144.0,4,3.0
14075,5,0.0116,890.0,5,3.0
14076,130,1.0,112.0,2,3.0
14077,41,0.0213,513.0,3,3.0
14078,102,0.022,990.0,2,3.0
14079,125,1.0,324.0,2,3.0
14080,33,1.0,48.0,4,3.0
14081,303,0.0294,687.0,1,3.0
14082,365,1.0,191.0,1,3.0
14083,5,0.0245,10883.0,5,4.0
14085,3,0.049,3853.0,5,4.0
14087,3,1.0,184.0,5,3.0
14088,11,0.0415,39378.0,5,4.0
14089,57,1.0,176.0,3,3.0
14090,325,1.0,72.0,1,3.0
14092,8,0.0398,3960.0,5,4.0
14093,13,1.0,375.0,5,3.0
14096,5,0.1735,40396.0,5,5.0
14098,37,1.0,160.0,3,3.0
14099,17,0.0324,2674.0,4,4.0
14100,138,1.0,195.0,2,3.0
14101,74,0.0236,5291.0,2,4.0
14102,6,0.125,1045.0,5,4.0
14104,166,1.0,67.0,2,3.0
14105,240,1.0,1101.0,1,4.0
14107,52,0.0223,2582.0,3,4.0
14108,31,0.0278,477.0,4,3.0
14109,73,1.0,136.0,2,3.0
14110,4,0.0455,5442.0,5,4.0
14111,15,0.0175,667.0,4,2.0
14112,23,0.0276,2836.0,4,4.0
14113,4,0.0114,1678.0,5,3.0
14114,331,1.0,197.0,1,3.0
14116,20,0.0485,1096.0,4,4.0
14117,144,1.0,72.0,2,3.0
14121,4,0.0702,2388.0,5,4.0
14124,85,1.0,120.0,2,3.0
14125,11,0.0435,2314.0,5,4.0
14126,8,0.75,626.0,5,4.0
14127,123,0.0159,701.0,2,2.0
14128,61,0.0102,530.0,3,2.0
14129,2,0.0192,1096.0,5,3.0
14130,320,1.0,452.0,1,4.0
14132,3,0.0604,3422.0,5,4.0
14133,130,0.016,577.0,2,2.0
14135,2,0.0403,3921.0,5,4.0
14138,2,0.0317,978.0,5,4.0
14139,47,1.0,330.0,3,3.0
14140,4,0.069,868.0,5,4.0
14141,3,0.0385,888.0,5,4.0
14142,374,1.0,227.0,1,3.0
14143,134,1.0,72.0,2,3.0
14145,47,0.0233,3780.0,3,4.0
14146,9,0.0143,3729.0,5,3.0
14147,79,0.0096,156.0,2,1.0
14148,234,1.0,30.0,1,3.0
14149,221,1.0,462.0,1,4.0
14150,36,0.0062,626.0,3,2.0
14152,76,0.0125,549.0,2,2.0
14154,240,2.0,666.0,1,4.0
14155,267,1.0,120.0,1,3.0
14156,10,0.1433,95748.0,5,5.0
14157,20,0.0075,354.0,4,2.0
14158,41,1.0,292.0,3,3.0
14159,20,0.032,4281.0,4,4.0
14161,216,0.0194,951.0,1,3.0
14162,174,0.0167,241.0,2,2.0
14163,88,0.0261,2053.0,2,4.0
14164,71,0.1818,1633.0,3,4.0
14165,276,1.0,85.0,1,3.0
14167,40,0.0137,502.0,3,2.0
14171,99,1.0,298.0,2,3.0
14173,11,0.019,358.0,5,2.0
14174,34,1.0,126.0,3,3.0
14175,60,0.0111,2359.0,3,3.0
14176,298,0.0563,509.0,1,3.0
14177,87,0.0426,461.0,2,3.0
14178,9,0.04,1312.0,5,4.0
14179,41,0.1538,641.0,3,4.0
14180,11,0.0689,2086.0,5,4.0
14184,67,1.0,281.0,3,3.0
14185,332,1.0,12.0,1,3.0
14188,31,0.0214,1978.0,4,4.0
14189,3,0.0409,3994.0,5,4.0
14191,2,0.0591,4352.0,5,4.0
14193,68,0.0099,863.0,3,3.0
14194,5,0.0689,10062.0,5,4.0
14195,202,0.0385,968.0,1,4.0
14196,107,1.0,348.0,2,3.0
14198,19,0.018,560.0,4,3.0
14199,219,1.0,12.0,1,3.0
14201,61,0.0233,740.0,3,3.0
14204,3,1.0,128.0,5,3.0
14205,17,0.008,472.0,4,2.0
14206,240,1.0,274.0,1,3.0
14208,95,1.0,108.0,2,3.0
14209,11,0.0186,1827.0,5,4.0
14210,106,0.0225,1654.0,2,3.0
14211,54,0.037,2125.0,3,4.0
14212,90,1.0,984.0,2,4.0
14214,31,0.0202,895.0,4,3.0
14215,12,0.0168,1580.0,5,3.0
14216,4,0.1143,1612.0,5,4.0
14217,2,0.0464,1566.0,5,4.0
14218,43,1.0,142.0,3,3.0
14219,5,1.0,80.0,5,3.0
14220,248,0.0179,633.0,1,3.0
14221,43,0.0302,2699.0,3,4.0
14222,178,1.0,654.0,2,4.0
14223,93,0.0173,901.0,2,3.0
14224,111,0.019,807.0,2,3.0
14226,30,0.0166,2011.0,4,3.0
14227,27,0.0386,3177.0,4,4.0
14229,52,0.0106,1207.0,3,3.0
14231,184,0.0283,797.0,1,3.0
14232,43,0.0224,1798.0,3,3.0
14233,50,0.0149,1325.0,3,3.0
14234,23,0.1111,623.0,4,4.0
14235,76,0.0269,2788.0,2,4.0
14236,81,0.0068,516.0,2,2.0
14237,374,1.0,79.0,1,3.0
14238,327,1.0,108.0,1,3.0
14239,44,0.0401,2286.0,3,4.0
