Cust_ID,Recency,Frequency,monetary,RScore,FM_score,rfm_segment
13158,95,0.0178,1268,2,3,Customers Needing Attention
13159,9,0.037,1233,5,4,Champions
13160,23,1,70,4,3,Potential Loyalists
13161,314,1,99,1,3,At Risk
13162,123,0.0188,1490,2,3,Customers Needing Attention
13165,47,0.0065,748,3,2,Customers Needing Attention
13166,284,1,401,1,3,At Risk
13167,19,0.0317,486,4,3,Potential Loyalists
13168,37,0.0141,11152,3,3,Potential Loyalists
13169,64,0.0105,380,3,2,Customers Needing Attention
13170,27,1,100,4,3,Potential Loyalists
13171,22,0.0108,262,4,2,Potential Loyalists
13173,5,0.0055,300,5,2,Potential Loyalists
13174,17,0.0085,2236,4,3,Potential Loyalists
13176,47,1,397,3,3,Potential Loyalists
13177,65,1,284,3,3,Potential Loyalists
13178,27,0.0328,5887,4,4,Loyal Customers
13182,46,1,52,3,3,Potential Loyalists
13183,8,0.0274,4103,5,4,Champions
13184,15,0.0361,1520,4,4,Loyal Customers
13185,268,1,72,1,3,At Risk
13186,40,0.0333,1518,3,4,Loyal Customers
13187,338,1,170,1,3,At Risk
13188,12,1,96,5,3,Loyal Customers
13189,19,0.0204,64,4,2,Potential Loyalists
13192,96,0.018,845,2,3,Customers Needing Attention
13193,62,1,102,3,3,Potential Loyalists
13194,136,1,62,2,3,Customers Needing Attention
13196,12,0.0159,1480,5,3,Loyal Customers
13198,11,0.017,3093,5,3,Loyal Customers
13199,4,0.1016,8920,5,5,Champions
13200,20,0.037,736,4,3,Potential Loyalists
13203,10,0.0171,694,5,2,Potential Loyalists
13207,16,0.0147,246,4,2,Potential Loyalists
13208,59,0.0238,11190,3,4,Loyal Customers
13209,31,0.0241,5223,4,4,Loyal Customers
13210,94,1,388,2,3,Customers Needing Attention
13211,11,0.0085,1231,5,3,Loyal Customers
13212,20,0.0698,545,4,3,Potential Loyalists
13213,57,0.0347,1316,3,4,Loyal Customers
13216,268,1,402,1,3,At Risk
13217,123,0.0857,490,2,3,Customers Needing Attention
13218,128,1,48,2,3,Customers Needing Attention
13220,79,0.0252,476,2,3,Customers Needing Attention
13221,241,0.0167,574,1,2,Hibernating
13223,201,0.0606,148,1,2,Hibernating
13224,61,0.0217,1949,3,4,Loyal Customers
13225,4,0.0195,6100,5,4,Champions
13226,274,1,77,1,3,At Risk
13227,202,1,272,1,3,At Risk
13228,82,1,400,2,3,Customers Needing Attention
13229,226,1,131,1,3,At Risk
13230,5,0.0387,2229,5,4,Champions
13232,13,0.0302,940,5,3,Loyal Customers
13233,75,0.0076,372,2,2,Customers Needing Attention
13235,213,1,967,1,4,Cant Lose Them
13236,25,0.0241,666,4,3,Potential Loyalists
13238,18,0.0116,576,4,2,Potential Loyalists
13239,262,1,210,1,3,At Risk
13240,97,0.0148,613,2,2,Customers Needing Attention
13242,113,0.0294,260,2,2,Customers Needing Attention
13243,204,1,465,1,4,Cant Lose Them
13244,93,1,98,2,3,Customers Needing Attention
13245,51,1,251,3,3,Potential Loyalists
13246,19,0.0192,2051,4,4,Loyal Customers
13247,18,0.0606,560,4,3,Potential Loyalists
13248,125,0.0303,397,2,2,Customers Needing Attention
13249,93,0.0176,596,2,3,Customers Needing Attention
13253,157,0.0109,700,2,2,Customers Needing Attention
13255,10,0.0055,290,5,2,Potential Loyalists
13258,12,0.0154,696,5,2,Potential Loyalists
13259,62,1,254,3,3,Potential Loyalists
13260,62,1,250,3,3,Potential Loyalists
13261,269,0.1111,858,1,4,Cant Lose Them
13262,264,1,120,1,3,At Risk
13263,2,0.1046,6724,5,5,Champions
13265,54,0.0226,1782,3,3,Potential Loyalists
13266,12,0.0488,2910,5,4,Champions
13267,3,0.0521,4056,5,4,Champions
13268,18,0.0438,2514,4,4,Loyal Customers
13269,2,0.0407,4849,5,4,Champions
13270,367,1,600,1,4,Cant Lose Them
13271,38,1,175,3,3,Potential Loyalists
13272,32,0.0339,222,4,3,Potential Loyalists
13273,114,1,126,2,3,Customers Needing Attention
13276,64,0.0541,468,3,3,Potential Loyalists
13277,16,0.0336,272,4,3,Potential Loyalists
13278,41,1,493,3,4,Loyal Customers
13279,79,1,127,2,3,Customers Needing Attention
13280,123,0.0139,795,2,2,Customers Needing Attention
13282,19,0.0148,948,4,3,Potential Loyalists
13283,60,0.0157,92,3,1,Promising
13284,331,1,169,1,3,At Risk
13285,24,0.0149,2514,4,3,Potential Loyalists
13291,156,1,311,2,3,Customers Needing Attention
13292,39,0.0081,457,3,2,Customers Needing Attention
13294,190,0.0328,744,1,3,At Risk
13295,360,1,190,1,3,At Risk
13296,138,1,24,2,3,Customers Needing Attention
13297,8,0.0656,2065,5,4,Champions
13298,2,1,384,5,3,Loyal Customers
13299,269,1,84,1,3,At Risk
13300,170,1,399,2,3,Customers Needing Attention
13301,104,0.0211,547,2,3,Customers Needing Attention
13304,352,1,242,1,3,At Risk
13305,5,0.0271,1937,5,4,Champions
13307,121,1,16,2,3,Customers Needing Attention
13308,23,0.0165,1182,4,3,Potential Loyalists
13309,8,0.0166,1176,5,3,Loyal Customers
13310,29,0.0101,1013,4,3,Potential Loyalists
13311,5,0.0136,464,5,2,Potential Loyalists
13313,23,0.0157,1576,4,3,Potential Loyalists
13314,2,0.0411,553,5,3,Loyal Customers
13316,38,0.0183,5082,3,4,Loyal Customers
13317,67,0.0205,2062,3,4,Loyal Customers
13318,2,0.0811,546,5,3,Loyal Customers
13319,6,0.072,10529,5,4,Champions
13320,79,0.0294,1563,2,3,Customers Needing Attention
13321,73,0.1333,512,2,4,At Risk
13322,18,1,225,4,3,Potential Loyalists
13323,4,0.061,763,5,3,Loyal Customers
13324,37,0.0308,4806,3,4,Loyal Customers
13325,82,1,696,2,4,At Risk
13327,39,0.0244,3560,3,4,Loyal Customers
13328,317,1,1488,1,4,Cant Lose Them
13329,32,0.006,678,4,2,Potential Loyalists
13330,93,0.0134,1168,2,3,Customers Needing Attention
13332,15,1,336,4,3,Potential Loyalists
13334,83,0.0134,13455,2,3,Customers Needing Attention
13336,78,1,804,2,4,At Risk
13338,158,1,362,2,3,Customers Needing Attention
13339,201,1,674,1,4,Cant Lose Them
13340,46,0.0302,10358,3,4,Loyal Customers
13341,261,1,598,1,4,Cant Lose Them
13343,178,1,288,2,3,Customers Needing Attention
13344,68,0.0142,1817,3,3,Potential Loyalists
13345,288,1,308,1,3,At Risk
13347,71,1,312,3,3,Potential Loyalists
13348,65,1,244,3,3,Potential Loyalists
13349,11,1,212,5,3,Loyal Customers
13350,17,0.0313,715,4,3,Potential Loyalists
13351,67,1,315,3,3,Potential Loyalists
13352,61,1,322,3,3,Potential Loyalists
13354,72,1,667,3,4,Loyal Customers
13355,123,1,600,2,4,At Risk
13356,81,1,652,2,4,At Risk
13357,258,1,530,1,4,Cant Lose Them
13358,269,1,335,1,3,At Risk
13359,64,1,390,3,3,Potential Loyalists
13362,10,0.0143,2884,5,3,Loyal Customers
13363,18,0.0741,849,4,4,Loyal Customers
13364,72,1,126,3,3,Potential Loyalists
13365,34,0.0108,1658,3,3,Potential Loyalists
13366,51,1,0,3,3,Potential Loyalists
13368,257,0.0244,543,1,3,At Risk
13369,366,1,228,1,3,At Risk
13370,372,1,580,1,4,Cant Lose Them
13372,90,1,293,2,3,Customers Needing Attention
13373,61,0.0138,3090,3,3,Potential Loyalists
13375,89,1,722,2,4,At Risk
13376,100,0.0221,893,2,3,Customers Needing Attention
13379,27,0.027,484,4,3,Potential Loyalists
13381,32,0.0224,3035,4,4,Loyal Customers
13382,281,1,194,1,3,At Risk
13384,31,0.047,3874,4,4,Loyal Customers
13385,330,1,384,1,3,At Risk
13388,132,2,596,2,4,At Risk
13389,12,0.0135,689,5,2,Potential Loyalists
13390,75,1,408,2,3,Customers Needing Attention
13394,2,0.0259,2332,5,4,Champions
13395,186,1,258,1,3,At Risk
13396,30,0.0069,1215,4,3,Potential Loyalists
13397,73,0.0187,1259,2,3,Customers Needing Attention
13398,193,1,413,1,4,Cant Lose Them
13402,128,0.0081,585,2,2,Customers Needing Attention
13403,18,1,68,4,3,Potential Loyalists
13404,2,0.0094,263,5,2,Potential Loyalists
13405,75,0.0123,432,2,2,Customers Needing Attention
13408,2,0.1635,27629,5,5,Champions
13410,25,0.0187,1026,4,3,Potential Loyalists
13411,108,1,199,2,3,Customers Needing Attention
13414,134,0.0183,1720,2,3,Customers Needing Attention
13416,44,0.0513,560,3,3,Potential Loyalists
13417,5,0.0099,450,5,2,Potential Loyalists
13418,12,0.0497,5152,5,4,Champions
13419,64,1,136,3,3,Potential Loyalists
13420,150,0.0909,52,2,2,Customers Needing Attention
13421,41,0.008,1885,3,3,Potential Loyalists
13422,65,1,2382,3,5,Loyal Customers
13425,109,0.016,1611,2,3,Customers Needing Attention
13426,1,0.0278,3252,5,4,Champions
13427,20,0.0152,552,4,2,Potential Loyalists
13428,11,1,186,5,3,Loyal Customers
13429,11,0.0606,657,5,3,Loyal Customers
13430,19,0.029,543,4,3,Potential Loyalists
13431,68,0.0909,1154,3,4,Loyal Customers
13434,75,0.087,576,2,3,Customers Needing Attention
13435,6,0.0378,3689,5,4,Champions
13436,2,1,106,5,3,Loyal Customers
13437,15,0.0395,2943,4,4,Loyal Customers
13439,256,1,286,1,3,At Risk
13441,92,1,308,2,3,Customers Needing Attention
13447,24,0.2308,1053,4,4,Loyal Customers
13448,17,0.0168,3190,4,3,Potential Loyalists
13449,24,1,281,4,3,Potential Loyalists
13450,27,0.0311,1850,4,4,Loyal Customers
13451,27,0.0162,2580,4,3,Potential Loyalists
13453,166,0.016,304,2,2,Customers Needing Attention
13455,25,0.0058,681,4,2,Potential Loyalists
13456,18,0.0314,1580,4,4,Loyal Customers
13458,8,0.0397,9518,5,4,Champions
13460,30,0.0952,92,4,2,Potential Loyalists
13461,39,0.0238,1600,3,3,Potential Loyalists
13462,253,1,148,1,3,At Risk
13464,59,1,563,3,4,Loyal Customers
13466,185,1,228,1,3,At Risk
13467,11,0.0741,877,5,4,Champions
13468,2,0.0992,4878,5,5,Champions
13470,100,0.1176,200,2,3,Customers Needing Attention
13471,2,0.0851,2281,5,4,Champions
13473,61,0.0073,320,3,2,Customers Needing Attention
13474,237,1,194,1,3,At Risk
13475,192,0.037,1290,1,4,Cant Lose Them
13476,179,0.0192,810,1,3,At Risk
13477,38,0.0235,1241,3,3,Potential Loyalists
13479,201,0.0571,267,1,3,At Risk
13481,46,0.0236,1706,3,3,Potential Loyalists
13482,233,1,179,1,3,At Risk
13483,66,1,104,3,3,Potential Loyalists
13484,242,1,322,1,3,At Risk
13485,234,1,458,1,4,Cant Lose Them
13486,79,0.0385,1046,2,4,At Risk
13487,58,0.0101,512,3,2,Customers Needing Attention
13488,18,0.037,7482,4,4,Loyal Customers
13489,106,0.0211,608,2,3,Customers Needing Attention
13491,52,0.0311,988,3,4,Loyal Customers
13492,137,0.038,1366,2,4,At Risk
13493,276,0.1538,507,1,4,Cant Lose Them
13494,312,1,312,1,3,At Risk
13495,8,0.0138,2073,5,3,Loyal Customers
13496,11,0.0057,571,5,2,Potential Loyalists
13497,283,0.023,362,1,2,Hibernating
13499,18,0.0198,790,4,3,Potential Loyalists
13500,24,0.03,1088,4,3,Potential Loyalists
13501,289,1,1223,1,4,Cant Lose Them
13502,17,0.0097,246,4,2,Potential Loyalists
13503,72,1,122,3,3,Potential Loyalists
13504,65,1,226,3,3,Potential Loyalists
13505,73,0.0248,3161,2,4,At Risk
13506,317,0.037,451,1,3,At Risk
13507,4,0.028,2060,5,4,Champions
13508,244,1,97,1,3,At Risk
13509,9,0.0217,890,5,3,Loyal Customers
13510,2,0.0219,1525,5,3,Loyal Customers
13512,261,1,249,1,3,At Risk
13513,127,1,198,2,3,Customers Needing Attention
13514,74,1,154,2,3,Customers Needing Attention
13515,73,0.0227,882,2,3,Customers Needing Attention
13516,22,0.0138,1303,4,3,Potential Loyalists
13517,60,0.0248,1886,3,4,Loyal Customers
13518,86,1,568,2,4,At Risk
13519,79,1,79,2,3,Customers Needing Attention
13520,59,0.0191,2965,3,4,Loyal Customers
13521,2,0.3,993,5,4,Champions
13522,31,1,122,4,3,Potential Loyalists
13523,34,0.015,2625,3,3,Potential Loyalists
13524,41,0.0278,634,3,3,Potential Loyalists
13525,15,0.0085,464,4,2,Potential Loyalists
13527,34,0.0238,1880,3,4,Loyal Customers
13529,79,0.0157,209,2,2,Customers Needing Attention
13531,206,0.0123,353,1,2,Hibernating
13532,34,1,190,3,3,Potential Loyalists
13533,183,0.0349,222,1,3,At Risk
13534,3,0.07,5754,5,4,Champions
13536,2,0.0933,2828,5,4,Champions
13538,44,0.0256,1294,3,3,Potential Loyalists
13539,86,0.0133,535,2,2,Customers Needing Attention
13544,40,0.0099,259,3,2,Customers Needing Attention
13546,13,0.0159,548,5,2,Potential Loyalists
13548,97,0.0135,628,2,2,Customers Needing Attention
13549,26,0.0321,886,4,4,Loyal Customers
13551,320,1,54,1,3,At Risk
13552,67,0.048,3084,3,4,Loyal Customers
13555,74,0.031,3866,2,4,At Risk
13557,29,0.0079,462,4,2,Potential Loyalists
13558,6,0.0625,541,5,3,Loyal Customers
13560,8,1,177,5,3,Loyal Customers
13561,216,1,120,1,3,At Risk
13562,82,0.0182,1770,2,3,Customers Needing Attention
13563,85,0.0351,472,2,3,Customers Needing Attention
13564,355,0.1333,861,1,4,Cant Lose Them
13565,20,0.0063,220,4,2,Potential Loyalists
13566,41,0.0465,839,3,4,Loyal Customers
13568,174,1,10227,2,5,At Risk
13569,18,0.0057,321,4,2,Potential Loyalists
13570,244,1,230,1,3,At Risk
13571,13,0.0496,1982,5,4,Champions
13572,206,1,1281,1,4,Cant Lose Them
13573,51,0.0098,261,3,2,Customers Needing Attention
13575,24,0.0325,733,4,3,Potential Loyalists
13576,11,0.0495,6031,5,4,Champions
13577,26,0.0184,1693,4,3,Potential Loyalists
13579,15,0.0056,488,4,2,Potential Loyalists
13581,310,1,96,1,3,At Risk
13583,156,1,683,2,4,At Risk
13584,307,1,73,1,3,At Risk
13587,64,1,432,3,4,Loyal Customers
13588,16,0.0373,1894,4,4,Loyal Customers
13589,15,0.012,259,4,2,Potential Loyalists
13590,12,0.0205,2009,5,4,Champions
13591,65,0.0148,843,3,3,Potential Loyalists
13592,36,0.013,171,3,1,Promising
13593,109,0.0218,1730,2,3,Customers Needing Attention
13594,53,1,371,3,3,Potential Loyalists
13596,6,0.25,633,5,4,Champions
13598,48,1,138,3,3,Potential Loyalists
13599,2,0.0574,4523,5,4,Champions
13600,313,1,131,1,3,At Risk
13601,46,0.012,641,3,2,Customers Needing Attention
13602,65,1,435,3,4,Loyal Customers
13603,27,1,118,4,3,Potential Loyalists
13606,30,0.0106,259,4,2,Potential Loyalists
13607,41,1,611,3,4,Loyal Customers
13610,13,0.0255,11065,5,4,Champions
13611,90,0.0111,1155,2,3,Customers Needing Attention
13614,25,0.013,1157,4,3,Potential Loyalists
13615,319,1,444,1,4,Cant Lose Them
13617,41,0.0213,500,3,3,Potential Loyalists
13618,174,1,146,2,3,Customers Needing Attention
13621,117,1,147,2,3,Customers Needing Attention
13623,31,0.0187,457,4,3,Potential Loyalists
13626,253,1,235,1,3,At Risk
13627,60,0.0167,1493,3,3,Potential Loyalists
13629,24,0.0348,8578,4,4,Loyal Customers
13630,6,0.0249,1969,5,4,Champions
13631,100,0.0592,2176,2,4,At Risk
13632,25,0.0227,2076,4,4,Loyal Customers
13634,34,0.0169,1327,3,3,Potential Loyalists
13635,68,1,950,3,4,Loyal Customers
13636,37,0.02,763,3,3,Potential Loyalists
13637,53,0.0171,797,3,2,Customers Needing Attention
13638,16,1,72,4,3,Potential Loyalists
13639,75,1,1022,2,4,At Risk
13642,216,1,252,1,3,At Risk
13643,32,0.0194,460,4,3,Potential Loyalists
13644,17,0.0444,2167,4,4,Loyal Customers
13645,121,1,216,2,3,Customers Needing Attention
13647,10,0.0177,1606,5,3,Loyal Customers
13649,257,0.018,345,1,2,Hibernating
13650,17,0.0238,1613,4,3,Potential Loyalists
13651,40,1,70,3,3,Potential Loyalists
13652,46,0.0093,1043,3,3,Potential Loyalists
13654,44,0.026,2256,3,4,Loyal Customers
13655,115,0.0156,758,2,2,Customers Needing Attention
13656,165,0.0115,321,2,2,Customers Needing Attention
13657,11,0.0104,376,5,2,Potential Loyalists
13658,10,0.0255,1977,5,4,Champions
13659,206,0.0172,1341,1,3,At Risk
13662,86,0.0171,732,2,2,Customers Needing Attention
13663,180,1,187,1,3,At Risk
13666,61,0.0132,71,3,1,Promising
13667,150,1,256,2,3,Customers Needing Attention
13668,3,0.0582,5993,5,4,Champions
13669,51,0.02,180,3,2,Customers Needing Attention
13670,76,1,308,2,3,Customers Needing Attention
13672,302,0.0625,201,1,2,Hibernating
13673,19,0.1333,305,4,3,Potential Loyalists
13675,152,0.0149,442,2,2,Customers Needing Attention
13678,152,1,80,2,3,Customers Needing Attention
13680,2,0.0118,3605,5,3,Loyal Customers
13681,18,0.0288,849,4,3,Potential Loyalists
13682,188,1,32,1,3,At Risk
13684,286,1,64,1,3,At Risk
13685,3,0.1186,1577,5,4,Champions
13686,183,1,80,1,3,At Risk
13689,64,1,1012,3,4,Loyal Customers
13690,60,1,115,3,3,Potential Loyalists
13692,25,0.0094,1220,4,3,Potential Loyalists
13694,4,0.1348,59260,5,5,Champions
13695,32,0.0655,2483,4,4,Loyal Customers
13697,39,1,116,3,3,Potential Loyalists
13699,156,1,312,2,3,Customers Needing Attention
13700,27,0.0331,1928,4,4,Loyal Customers
13704,6,0.1071,1821,5,5,Champions
13705,8,0.0082,570,5,2,Potential Loyalists
13706,303,1,338,1,3,At Risk
13707,268,0.0408,634,1,3,At Risk
13708,272,1,228,1,3,At Risk
13709,4,0.0415,5310,5,4,Champions
13710,32,1,160,4,3,Potential Loyalists
13711,219,2,220,1,4,Cant Lose Them
13712,247,1,180,1,3,At Risk
13715,282,0.0543,11106,1,4,Cant Lose Them
13716,270,1,115,1,3,At Risk
13717,33,0.0225,931,4,3,Potential Loyalists
13718,247,0.04,258,1,3,At Risk
13719,16,0.0227,946,4,3,Potential Loyalists
13720,117,0.0288,833,2,3,Customers Needing Attention
13721,37,1,475,3,4,Loyal Customers
13722,132,0.0197,1966,2,4,At Risk
13723,218,1,152,1,3,At Risk
13725,50,0.0269,1330,3,3,Potential Loyalists
13726,39,0.0317,998,3,4,Loyal Customers
13727,29,0.3333,323,4,3,Potential Loyalists
13728,37,0.0218,1068,3,3,Potential Loyalists
13730,136,0.0741,533,2,3,Customers Needing Attention
13731,220,0.0714,503,1,3,At Risk
13732,29,1,488,4,4,Loyal Customers
13735,25,0.019,2017,4,4,Loyal Customers
13736,6,0.0078,541,5,2,Potential Loyalists
13737,201,1,318,1,3,At Risk
13739,19,1,234,4,3,Potential Loyalists
13740,241,1,242,1,3,At Risk
13741,72,0.0204,456,3,3,Potential Loyalists
13742,17,0.0393,2011,4,4,Loyal Customers
13743,3,0.0271,1344,5,3,Loyal Customers
13744,96,0.0101,780,2,2,Customers Needing Attention
13745,163,1,208,2,3,Customers Needing Attention
13748,96,0.0179,924,2,3,Customers Needing Attention
13750,54,0.0176,1500,3,3,Potential Loyalists
13751,289,1,322,1,3,At Risk
13752,125,0.0488,1075,2,4,At Risk
13753,288,1,682,1,4,Cant Lose Them
13754,152,0.012,252,2,2,Customers Needing Attention
13755,4,0.1475,1659,5,4,Champions
13756,3,0.0383,4809,5,4,Champions
13758,12,0.0193,2975,5,4,Champions
13759,34,0.0513,629,3,3,Potential Loyalists
13760,55,0.0099,254,3,2,Customers Needing Attention
13761,51,0.0154,976,3,3,Potential Loyalists
13762,219,1,280,1,3,At Risk
13763,64,1,1632,3,4,Loyal Customers
13764,71,0.0112,1301,3,3,Potential Loyalists
13767,3,0.0995,15873,5,5,Champions
13769,3,0.0273,2707,5,4,Champions
13771,65,0.0217,2702,3,4,Loyal Customers
13772,34,0.0145,1073,3,3,Potential Loyalists
13774,82,1,353,2,3,Customers Needing Attention
13777,1,0.0882,25687,5,4,Champions
13778,104,1,170,2,3,Customers Needing Attention
13780,8,0.0122,391,5,2,Potential Loyalists
13781,251,1,93,1,3,At Risk
13782,13,0.019,797,5,3,Loyal Customers
13784,10,0.034,1626,5,4,Champions
13786,368,1,232,1,3,At Risk
13787,76,0.0069,226,2,2,Customers Needing Attention
13790,5,1,120,5,3,Loyal Customers
13791,128,0.0476,1400,2,4,At Risk
13792,67,0.009,194,3,1,Promising
13798,2,0.1532,36558,5,5,Champions
13799,117,0.0112,624,2,2,Customers Needing Attention
13800,310,1,460,1,4,Cant Lose Them
13801,67,1,294,3,3,Potential Loyalists
13802,139,0.0172,4030,2,3,Customers Needing Attention
13803,256,1,287,1,3,At Risk
13804,31,0.0269,2266,4,4,Loyal Customers
13805,53,0.0256,496,3,3,Potential Loyalists
13806,64,1,213,3,3,Potential Loyalists
13807,368,1,122,1,3,At Risk
13808,6,0.0543,1436,5,4,Champions
13809,306,1,85,1,3,At Risk
13810,29,0.069,578,4,3,Potential Loyalists
13811,184,0.0351,504,1,3,At Risk
13812,43,0.0469,487,3,3,Potential Loyalists
13813,40,0.0417,1033,3,4,Loyal Customers
13814,93,0.0435,1378,2,4,At Risk
13815,23,0.0135,3532,4,3,Potential Loyalists
13816,24,0.0476,476,4,3,Potential Loyalists
13817,30,0.0062,372,4,2,Potential Loyalists
13819,302,0.1579,1009,1,4,Cant Lose Them
13821,145,0.0169,334,2,2,Customers Needing Attention
13822,6,0.0556,544,5,3,Loyal Customers
13823,19,0.027,869,4,3,Potential Loyalists
13824,33,0.0179,1639,4,3,Potential Loyalists
13826,177,1,126,2,3,Customers Needing Attention
13827,58,0.0345,261,3,3,Potential Loyalists
13828,23,1,187,4,3,Potential Loyalists
13831,17,0.0169,1912,4,3,Potential Loyalists
13832,20,1,52,4,3,Potential Loyalists
13833,160,1,312,2,3,Customers Needing Attention
13835,26,0.0209,809,4,3,Potential Loyalists
13837,212,0.0187,247,1,2,Hibernating
13838,6,0.011,551,5,2,Potential Loyalists
13841,253,1,100,1,3,At Risk
13842,59,0.0291,2821,3,4,Loyal Customers
13844,12,1,372,5,3,Loyal Customers
13845,65,1,346,3,3,Potential Loyalists
13846,25,0.0089,844,4,3,Potential Loyalists
13848,93,0.0109,200,2,1,About to Sleep
13849,52,0.0167,1336,3,3,Potential Loyalists
13850,130,1,1574,2,4,At Risk
13851,96,0.0155,2568,2,3,Customers Needing Attention
13853,58,1,770,3,4,Loyal Customers
13854,9,0.0698,4798,5,4,Champions
13856,169,0.0833,512,2,3,Customers Needing Attention
13858,58,1,206,3,3,Potential Loyalists
13859,327,1,143,1,3,At Risk
13860,2,0.0581,1144,5,4,Champions
13862,19,0.0254,2272,4,4,Loyal Customers
13863,248,1,244,1,3,At Risk
13865,59,0.0172,445,3,2,Customers Needing Attention
13866,75,1,149,2,3,Customers Needing Attention
13867,32,0.016,880,4,3,Potential Loyalists
13868,8,0.0625,3492,5,4,Champions
13869,124,0.017,2718,2,3,Customers Needing Attention
13870,3,0.028,2601,5,4,Champions
13871,23,0.0453,5428,4,4,Loyal Customers
13873,120,0.0157,349,2,2,Customers Needing Attention
13874,359,1,344,1,3,At Risk
13875,54,0.0201,1673,3,3,Potential Loyalists
13876,64,1,72,3,3,Potential Loyalists
13877,87,1,108,2,3,Customers Needing Attention
13878,55,1,1049,3,4,Loyal Customers
13880,22,0.0375,2862,4,4,Loyal Customers
13881,4,0.0647,16631,5,4,Champions
13882,3,0.0794,961,5,4,Champions
13883,11,0.0205,2336,5,4,Champions
13884,8,0.0144,763,5,2,Potential Loyalists
13885,190,0.1667,439,1,4,Cant Lose Them
13886,72,1,222,3,3,Potential Loyalists
13887,205,1,308,1,3,At Risk
13888,120,0.02,545,2,3,Customers Needing Attention
13889,93,1,405,2,3,Customers Needing Attention
13890,2,0.0279,1861,5,4,Champions
13892,27,0.0181,491,4,3,Potential Loyalists
13893,298,1,478,1,4,Cant Lose Them
13894,24,0.0104,524,4,2,Potential Loyalists
13895,29,0.0292,2479,4,4,Loyal Customers
13897,51,1,274,3,3,Potential Loyalists
13898,326,1,125,1,3,At Risk
13899,17,0.0077,326,4,2,Potential Loyalists
13900,193,0.0282,719,1,3,At Risk
13901,73,0.0202,2450,2,4,At Risk
13904,38,0.0078,330,3,2,Customers Needing Attention
13908,80,0.0202,2272,2,4,At Risk
13911,58,0.0357,2260,3,4,Loyal Customers
13914,12,0.0769,596,5,3,Loyal Customers
13917,50,0.014,238,3,2,Customers Needing Attention
13918,50,0.0098,1030,3,3,Potential Loyalists
13919,60,0.0317,156,3,2,Customers Needing Attention
13922,352,1,80,1,3,At Risk
13923,54,1,318,3,3,Potential Loyalists
13924,2,0.0833,1473,5,4,Champions
13925,93,0.093,510,2,3,Customers Needing Attention
13926,24,1,158,4,3,Potential Loyalists
13927,75,1,337,2,3,Customers Needing Attention
13928,11,0.0323,363,5,3,Loyal Customers
13929,170,0.0127,309,2,2,Customers Needing Attention
13930,58,0.025,366,3,2,Customers Needing Attention
13931,96,0.0108,1094,2,3,Customers Needing Attention
13932,295,1,230,1,3,At Risk
13933,110,0.05,583,2,3,Customers Needing Attention
13934,264,1,815,1,4,Cant Lose Them
13936,180,1,346,1,3,At Risk
13937,170,1,171,2,3,Customers Needing Attention
13938,36,1,82,3,3,Potential Loyalists
13939,24,0.0104,362,4,2,Potential Loyalists
13940,18,0.0313,875,4,4,Loyal Customers
13941,22,0.0142,4544,4,3,Potential Loyalists
13946,80,0.0159,531,2,2,Customers Needing Attention
13947,66,1,104,3,3,Potential Loyalists
13948,361,1,104,1,3,At Risk
13949,3,0.0645,2225,5,4,Champions
13950,12,0.0169,607,5,2,Potential Loyalists
13951,177,0.0252,540,2,3,Customers Needing Attention
13952,218,0.0909,2605,1,4,Cant Lose Them
13953,8,0.0202,2872,5,4,Champions
13954,2,0.0286,330,5,2,Potential Loyalists
13955,155,0.0132,256,2,2,Customers Needing Attention
13956,6,0.0187,809,5,3,Loyal Customers
13959,80,0.0106,508,2,2,Customers Needing Attention
13960,22,0.0392,220,4,3,Potential Loyalists
13962,22,0.0089,82,4,1,Promising
13963,309,0.0667,540,1,3,At Risk
13967,146,1,72,2,3,Customers Needing Attention
13969,8,0.0501,8370,5,4,Champions
13971,19,0.0299,2675,4,4,Loyal Customers
13972,71,0.0152,154,3,1,Promising
13973,288,1,177,1,3,At Risk
13974,50,1,402,3,3,Potential Loyalists
13975,32,0.0244,2262,4,4,Loyal Customers
13976,207,1,342,1,3,At Risk
13978,15,0.0625,125,4,2,Potential Loyalists
13979,74,1,791,2,4,At Risk
13980,61,1,104,3,3,Potential Loyalists
13982,40,0.0122,1933,3,3,Potential Loyalists
13983,30,0.0296,1475,4,3,Potential Loyalists
13984,27,0.0147,919,4,3,Potential Loyalists
13985,5,0.0575,7169,5,4,Champions
13986,18,1,196,4,3,Potential Loyalists
13988,20,0.0254,3427,4,4,Loyal Customers
13989,66,0.0114,1253,3,3,Potential Loyalists
13990,214,1,294,1,3,At Risk
13991,13,0.0455,647,5,3,Loyal Customers
13992,31,1,76,4,3,Potential Loyalists
13993,43,0.0311,2769,3,4,Loyal Customers
13994,4,0.0411,2123,5,4,Champions
13995,16,0.0216,1420,4,3,Potential Loyalists
13999,11,0.0341,3719,5,4,Champions
14000,212,1,666,1,4,Cant Lose Them
14001,46,0.0091,2004,3,3,Potential Loyalists
14002,135,0.087,288,2,3,Customers Needing Attention
14004,44,0.0285,3821,3,4,Loyal Customers
14005,10,0.0242,2148,5,4,Champions
14006,116,0.0152,926,2,3,Customers Needing Attention
14009,199,0.25,708,1,4,Cant Lose Them
14012,278,1,288,1,3,At Risk
14013,111,0.0181,440,2,3,Customers Needing Attention
14014,78,1,282,2,3,Customers Needing Attention
